intersect_bp,f_orig_query,f_match,f_unique_to_query,name,filename,md5
3190000.0,0.01571351164967243,0.583180987202925,0.01571351164967243,"CP014013.1 Bordetella bronchiseptica strain ATCC:BAA-588D-5, complete genome",/data/genbank-k31.sbt.json,5e11e70c6ccf2f4eaa51fc6bb424b9b3
3150000.0,0.015516477020836411,0.5727272727272728,0.015516477020836411,"CP001252.1 Shewanella baltica OS223, complete genome",/data/genbank-k31.sbt.json,7d8a17e40b0ac01fb333233e000e5972
2890000.0,0.014235751933402296,0.9829931972789115,0.014235751933402296,"AE017226.1 Treponema denticola ATCC 35405, complete genome",/data/genbank-k31.sbt.json,95591705e9950838f79db07b039c8fe5
2840000.0,0.013989458647357273,0.9435215946843853,0.013989458647357273,"CP000492.1 Chlorobium phaeobacteroides DSM 266, complete genome",/data/genbank-k31.sbt.json,e767853e7baa62955403be55c7f72807
2800000.0,0.013792424018521255,1.0,0.013792424018521255,"BA000023.2 Sulfolobus tokodaii str. 7 DNA, complete genome",/data/genbank-k31.sbt.json,f292d2441d8e26c207c58181bd4d744e
2800000.0,0.013792424018521255,0.7486631016042781,0.013792424018521255,"CP001957.1 Haloferax volcanii DS2 plasmid pHV1, complete sequence",/data/genbank-k31.sbt.json,3289847d4f801890f470cabe9b0f4450
2790000.0,0.01374316536131225,0.9455782312925171,0.013693906704103247,"CP001097.1 Chlorobium limicola DSM 245, complete genome",/data/genbank-k31.sbt.json,9362f23a446169126889093f9e397fa4
2720000.0,0.01339835476084922,0.912751677852349,0.01339835476084922,"FWDH01000003.1 Caldicellulosiruptor bescii strain MACB1021 genome assembly, contig: Ga0100411_13, whole genome shotgun sequence",/data/genbank-k31.sbt.json,e536cba653f63e430649511f1fd3da08
2690000.0,0.013250578789222206,0.540650406504065,0.013102802817595193,"CP000031.2 Ruegeria pomeroyi DSS-3, complete genome",/data/genbank-k31.sbt.json,cce0ed45cf8a9c5f5e30e2dd96b8ad2d
2600000.0,0.012807250874341165,0.8927335640138409,0.012708733559923156,"CP001110.1 Pelodictyon phaeoclathratiforme BU-1, complete genome",/data/genbank-k31.sbt.json,e09dfa5e16f222a6d38c184d9d516b0e
2500000.0,0.012314664302251121,0.9157509157509157,0.012314664302251121,"DS996397.1 Desulfovibrio piger ATCC 29098 Scfld442 genomic scaffold, whole genome shotgun sequence",/data/genbank-k31.sbt.json,a6a6ce237ee70bb2cf3165dd09c6e9c3
2480000.0,0.012216146987833111,0.9051094890510949,0.012216146987833111,"CP001071.1 Akkermansia muciniphila ATCC BAA-835, complete genome",/data/genbank-k31.sbt.json,80981d8317d487ec28111c3c213d0ea5
2450000.0,0.012068371016206099,1.0,0.012068371016206099,"FUWK01000085.1 Nitrosomonas europaea strain ATCC 25978 genome assembly, contig: EI56DRAFT_scaffold00085.85, whole genome shotgun sequence",/data/genbank-k31.sbt.json,307e4a5b67c2bb3b440fdad32939e7e9
2600000.0,0.012807250874341165,0.8836363636363637,0.011969853701788088,"CP000679.1 Caldicellulosiruptor saccharolyticus DSM 8903, complete genome",/data/genbank-k31.sbt.json,cf64168ab51ce93b21d98adc064d2d5e
2270000.0,0.011181715186444018,0.6796407185628742,0.011181715186444018,"CP015081.1 Deinococcus radiodurans R1 chromosome 1, complete sequence",/data/genbank-k31.sbt.json,2aa01a4a459411e33b8293e4a22aa64a
2220000.0,0.010935421900398996,0.9061224489795918,0.010935421900398996,"AGVN01000001.1 Enterococcus faecalis M7 contig00001, whole genome shotgun sequence",/data/genbank-k31.sbt.json,acb2965752f6b9c438efce2d6bdc2e65
2230000.0,0.010984680557608,0.592,0.010935421900398996,"AE017285.1 Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough, complete genome",/data/genbank-k31.sbt.json,6b64a44da6121f5526cec0b6dce12446
2120000.0,0.01044283532830895,1.0,0.01044283532830895,"AE000782.1 Archaeoglobus fulgidus DSM 4304, complete genome",/data/genbank-k31.sbt.json,3a93c5e5b629f1fce8280618c357add4
2110000.0,0.010393576671099946,0.967741935483871,0.010344318013890942,"AE006470.1 Chlorobium tepidum TLS, complete genome",/data/genbank-k31.sbt.json,7d9da9000d4b6a24c5a55815cc7d8e58
2070000.0,0.010196542042263928,0.9363636363636364,0.010147283385054924,"AP008226.1 Thermus thermophilus HB8 genomic DNA, complete genome",/data/genbank-k31.sbt.json,e20fdae84d9cec8407e59e79e41c18b1
2060000.0,0.010147283385054924,1.0,0.010147283385054924,"AE009441.1 Pyrobaculum aerophilum str. IM2, complete genome",/data/genbank-k31.sbt.json,8fab421f80debb367920adaf38055609
2010000.0,0.009900990099009901,0.9757281553398058,0.009900990099009901,"CP000660.1 Pyrobaculum arsenaticum DSM 13514, complete genome",/data/genbank-k31.sbt.json,2ac538bda6676ab3094d4e839edda746
1980000.0,0.009753214127382887,1.0,0.009753214127382887,"CP000916.1 Thermotoga neapolitana DSM 4359, complete genome",/data/genbank-k31.sbt.json,afde32ceab3120d5faa07dc7a775ee73
1990000.0,0.009802472784591893,0.99,0.009753214127382887,"CP000607.1 Chlorobium phaeovibrioides DSM 265, complete genome",/data/genbank-k31.sbt.json,95aaeaea3012141b402966b29c82fc77
1940000.0,0.00955617949854687,0.9238095238095239,0.00955617949854687,"CP012889.1 Porphyromonas gingivalis 381, complete genome",/data/genbank-k31.sbt.json,4240ce4c5515014ee9a3e7adb685745a
1920000.0,0.00945766218412886,0.9696969696969697,0.00945766218412886,"CP001251.1 Dictyoglomus turgidum DSM 6724, complete genome",/data/genbank-k31.sbt.json,c7cc65fdc4d0616de9da652b2a4f1182
1880000.0,0.009260627555292843,0.9894736842105263,0.009260627555292843,"CP000561.1 Pyrobaculum calidifontis JCM 11548, complete genome",/data/genbank-k31.sbt.json,0807a5e01fe14298ceb8b0942add6814
1860000.0,0.009162110240874833,0.9841269841269841,0.009162110240874833,"CP001080.1 Sulfurihydrogenibium sp. YO3AOP1, complete genome",/data/genbank-k31.sbt.json,f6a745dde9ee49cc29099100f344d88f
1860000.0,0.009162110240874833,0.8985507246376812,0.009162110240874833,"BX571656.1 Wolinella succinogenes DSM 1740, complete genome",/data/genbank-k31.sbt.json,3bbc7531f877e6d693443e88e3d14753
1850000.0,0.00911285158366583,0.9736842105263158,0.00911285158366583,"CP001230.1 Persephonella marina EX-H1, complete genome",/data/genbank-k31.sbt.json,22ea53cb8b5ed6f0111bb23e0e07ff01
3430000.0,0.016895719422688537,0.5333333333333333,0.009063592926456825,"CH959311.1 Sulfitobacter sp. EE-36 scf_1099451318005 genomic scaffold, whole genome shotgun sequence",/data/genbank-k31.sbt.json,ff4e1fc48292a24374adb73fc92125e6
1820000.0,0.008965075612038817,0.994535519125683,0.008965075612038817,"AE009439.1 Methanopyrus kandleri AV19, complete genome",/data/genbank-k31.sbt.json,52b7001fb3a8044471e241d92caee51c
1820000.0,0.008965075612038817,1.0,0.008965075612038817,"AE009950.1 Pyrococcus furiosus DSM 3638, complete genome",/data/genbank-k31.sbt.json,69beff4768741ffcf24042c0e1b218b8
1840000.0,0.009063592926456825,0.9297297297297298,0.008472489039948771,"CP000702.1 Thermotoga petrophila RKU-1, complete genome",/data/genbank-k31.sbt.json,e359799f20c251c8cbc891aff8e7e7a5
1690000.0,0.008324713068321757,0.8711340206185567,0.008324713068321757,"CP000924.1 Thermoanaerobacter pseudethanolicus ATCC 33223, complete genome",/data/genbank-k31.sbt.json,abc1fbcffa4727db1b86d4336e1e8e33
1650000.0,0.008127678439485739,1.0,0.008127678439485739,"BA000001.2 Pyrococcus horikoshii OT3 DNA, complete genome",/data/genbank-k31.sbt.json,4d1f4d965dce9c9ef8aa5cdfd259cfd4
1590000.0,0.007832126496231712,0.9636363636363636,0.007832126496231712,"CP000609.1 Methanococcus maripaludis C5, complete genome",/data/genbank-k31.sbt.json,126e81e8e622700f92ae8f2b575feaa7
1530000.0,0.007536574552977686,0.9935064935064936,0.007536574552977686,"CP001130.1 Hydrogenobaculum sp. Y04AAS1, complete genome",/data/genbank-k31.sbt.json,2b82635a5f2d042c9f682ad0871baa63
1520000.0,0.007487315895768681,0.9681528662420382,0.007487315895768681,"L77117.1 Methanocaldococcus jannaschii DSM 2661, complete genome",/data/genbank-k31.sbt.json,8c263f05cef839ce7a1b2e22bd72f30f
1460000.0,0.007191763952514654,0.8910256410256411,0.006846953352051623,"BX950229.1 Methanococcus maripaludis strain S2, complete sequence",/data/genbank-k31.sbt.json,dd903669568ea7ec0dbba0951ae8a5db
1370000.0,0.006748436037633614,0.9716312056737588,0.006748436037633614,"CP001941.1 Aciduliprofundum boonei T469, complete genome",/data/genbank-k31.sbt.json,e5f7e22bf16cffd3bddddd2cd7a5ad84
3120000.0,0.015368701049209399,0.2509727626459144,0.006354366779961578,"CP000753.1 Shewanella baltica OS185, complete genome",/data/genbank-k31.sbt.json,587ce2c355149eb1cb3bf0c4d69148a9
1080000.0,0.0053199349785724845,0.8120300751879699,0.0053199349785724845,"CP000816.1 Ignicoccus hospitalis KIN4/I, complete genome",/data/genbank-k31.sbt.json,53b5aefaa64b084011c475e00b0e78ae
1430000.0,0.007043987980887641,0.5409836065573771,0.004876607063691443,"ABZS01000228.1 Sulfurihydrogenibium yellowstonense SS-5 gcontig_18, whole genome shotgun sequence",/data/genbank-k31.sbt.json,3322327ff3de78b77504440f743fab59
970000.0,0.004778089749273435,0.463768115942029,0.00472883109206443,"KQ961402.1 Zymomonas mobilis strain ATCC 31823 genomic scaffold Scaffold1, whole genome shotgun sequence",/data/genbank-k31.sbt.json,4015ab3973c872e370417525140f014c
890000.0,0.004384020491601399,0.3697478991596639,0.004334761834392394,"JANA01000001.1 Fusobacterium sp. OBRC1 ctgN310L54181C40.3705, whole genome shotgun sequence",/data/genbank-k31.sbt.json,eca94e3350cebe372d4ce3376a12e272
1830000.0,0.00901433426924782,0.37158469945355194,0.003349588690212305,"CP000969.1 Thermotoga sp. RQ2, complete genome",/data/genbank-k31.sbt.json,91992ffe9a481b88327a07ed20506f6b
650000.0,0.003201812718585291,0.20186335403726707,0.003201812718585291,"FOVK01000036.1 Proteiniclasticum ruminis strain ML2 genome assembly, contig: Ga0073291_136, whole genome shotgun sequence",/data/genbank-k31.sbt.json,da5d8428c14307f3f59a4faf8544b144
400000.0,0.0019703462883601795,1.0,0.0019703462883601795,"AE017199.1 Nanoarchaeum equitans Kin4-M, complete genome",/data/genbank-k31.sbt.json,6fb0ea9531668675dd80006a14bae331
370000.0,0.0018225703167331659,0.07348242811501597,0.0011329491158071031,"FNDZ01000023.1 Proteiniclasticum ruminis strain CGMCC 1.5058 genome assembly, contig: Ga0104464_123, whole genome shotgun sequence",/data/genbank-k31.sbt.json,6e12b153a59438d4761399f35b01e014
890000.0,0.004384020491601399,0.09243697478991597,0.0010836904585980985,"LN831027.1 Fusobacterium nucleatum subsp. polymorphum genome assembly NCTC10562, chromosome : 1",/data/genbank-k31.sbt.json,7690493ad4a6cb6af23b48aaee96421c
2160000.0,0.010639869957144969,0.056022408963585436,0.0009851731441800897,"CP000527.1 Desulfovibrio vulgaris DP4, complete genome",/data/genbank-k31.sbt.json,5264acddba1182c3122aff55fdaa2a90
740000.0,0.0036451406334663317,0.04564315352697095,0.0005418452292990493,CP013328.1 Fusobacterium nucleatum subsp. polymorphum strain ChDC F319 genome,/data/genbank-k31.sbt.json,a8b0dbf33674980cce9ed785734fcf2f
120000.0,0.0005911038865080538,0.05527638190954774,0.0005418452292990493,"GL732449.1 Streptococcus parasanguinis ATCC 903 genomic scaffold SCAFFOLD1, whole genome shotgun sequence",/data/genbank-k31.sbt.json,5cd1ce750f4ca32a5cee66bfbf313172
70000.0,0.0003448106004630314,0.025,0.0003448106004630314,"FREM01000944.1 Enterococcus faecium isolate Hp_6-9 genome assembly, contig: NODE_944_length_128_cov_2808_ID_10274, whole genome shotgun sequence",/data/genbank-k31.sbt.json,dabc48e3f930c62235862c27dfeba327
250000.0,0.0012314664302251121,0.03333333333333333,0.0003448106004630314,"KQ235732.1 Fusobacterium nucleatum subsp. vincentii 4_1_13 genomic scaffold supercont2.1, whole genome shotgun sequence",/data/genbank-k31.sbt.json,bb7e72b4c0ed2dd43ca7bcc0ab1e423a
50000.0,0.00024629328604502243,0.021367521367521368,0.00024629328604502243,"ALIF01000007.1 Streptococcus salivarius K12 plasmid pRSSL1, complete sequence, whole genome shotgun sequence",/data/genbank-k31.sbt.json,84df45351ce1802214a9eef9009614ea
